product_id,category,sub_category,product_name,price,original_price,discount,reviews_count,brand,images,stock,f_assured,seller,seller_rating,return_policy,description,specifications,avg_rating
245,beauty,Fond de teint,Apprêt de maquillage pour le visage,778.36,1556.73,50,457,pudaier,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/28/B8/9e474659-d24e-48b6-ad9f-30e8e4615cf4.jpg,"Hurry, Only 4 left!",1,Rivera LLC,3.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.8
246,beauty,Fond de teint,Base Crème Primaire,1101.77,2645.27,58,95,pudaier,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/29/1E/9904b387-d704-42ae-a349-7d124b77da66.jpg,"Hurry, Only 3 left!",1,"Reed, Smith and Anderson",2.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.79
247,beauty,Fond de teint,Base liquide hydratante,1101.77,2204.26,50,539,pudaier,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/29/20/ab0fb5a1-4da5-493d-92e4-288ab1f1cf61.jpg,"Hurry, Only 7 left!",0,Ramirez-Miller,0.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.23
248,beauty,Fond de teint,Fond de teint liquide hydratant respirant ,1731.66,3347.92,48,75,qibest,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/DA/7A/0cc9a543-85ed-4cf2-914d-22c422d2db32.jpg,"Hurry, Only 7 left!",1,Atkins PLC,4.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",4.96
249,beauty,Gloss à lèvres,Gloss à lèvres liquide de sirène,704.86,1409.73,50,219, XLOONG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/1E/2B/563f242c-b353-49c2-932d-50eda333424f.jpg,"Hurry, Only 4 left!",0,"Johnson, Gross and Lawson",2.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.72
250,beauty,Gloss à lèvres,Rouge à lèvres crème mat,513.76,1028.27,50,167, XLOONG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/05/81/850a6a4a-af5f-42f3-8f5b-38aedb4223f6.jpg,"Hurry, Only 1 left!",1,"Williams, Cox and Carroll",5.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.81
251,beauty,Gloss à lèvres,20 couleurs de rouge à lèvres liquide,638.71,1277.43,50,141, XLOONG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2A/9B/47530bce-c0e0-425e-8717-2a03bc8e1e68.jpg,"Hurry, Only 4 left!",0,Graves-Brown,4.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.32
252,beauty,Gloss à lèvres,Rouge à lèvres liquide mat ALIVER,815.12,1728.72,53,320,ALIVER,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/43/E6/c39d3667-3c0c-4df7-ab32-c152238a4dc0.jpg,"Hurry, Only 1 left!",1,Higgins-Mcclain,0.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",4.07
253,beauty,Gloss à lèvres,Rouge à lèvres liquide Mermaid Shimmer,726.18,1531.74,53,406,HANDAIYAN,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/1D/C4/38a013de-2b67-4709-9570-623e3fb8fdfe.jpg,"Hurry, Only 3 left!",1,"Simmons, Boyd and Thompson",5.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.76
254,beauty,Gloss à lèvres,Brillant à lèvres liquide Pen Matte,844.52,1469.26,43,53,HANDAIYAN,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/4B/05/9caaefc7-c603-4185-866b-3690bfb60b3f.jpg,"Hurry, Only 5 left!",1,"Alexander, Zimmerman and Powers",3.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",4.01
255,beauty,Gloss à lèvres,Rouge à lèvres liquide Matte to Glitter Shimmer,660.76,1283.31,49,172,HANDAIYAN,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/27/BC/1fe5d8d4-6592-46ff-b3da-4f3d4be97bd1.jpg,"Hurry, Only 6 left!",1,Wells Inc,2.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.1
256,beauty,Gloss à lèvres,Ensemble de brillant à lèvres mat ,1900.71,3306.77,43,214,HANDAIYAN,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/89/B5/25707ed3-a47d-4121-a990-fc5427fd151e.jpeg,"Hurry, Only 5 left!",0,"Wiggins, Blankenship and Huynh",2.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.68
257,beauty,Gloss à lèvres,Kit de voyage 12 couleurs / set de rouge à lèvres liquide mat,1175.27,2468.87,52,171,LAMUSELAND,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0D/84/b4cebe86-04af-4bd5-b64b-90f9c9e45a10.jpg,"Hurry, Only 1 left!",1,Harris-Joseph,2.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.86
258,beauty,Gloss à lèvres,Ensemble de rouge à lèvres liquide 6 couleurs mat,1275.23,3258.99,61,144,Luckyfine,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A2/0D/8fc28f12-3ba7-4742-b682-f466af7ad344.jpeg,"Hurry, Only 4 left!",1,"Ball, Hall and Walters",1.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",0.67
259,beauty,Health Care,75% de tampons de stérilisation de nettoyage de peau de maison de premiers secours d'alcool,463.78,909.93,49,12, XLOONG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8A/78/ddd4320e-9f5e-4973-8274-eff943ac7910.jpg,"Hurry, Only 5 left!",1,Chase-Erickson,2.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.58
260,beauty,Health Care,100 pcs 75% tampons d'alcool pour les soins de nettoyage de la peau en plein air,675.46,1746.36,61,25,GEMITTO,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/15/61/e1c6a69d-da9d-4206-bf0f-8e09262ef322.jpg,"Hurry, Only 5 left!",0,"Johnson, Coleman and Holloway",1.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",2.48
261,beauty,Health Care,Coussinets d'alcool portable 30Pcs,2576.91,4399.71,41,3,Miaomiaoce,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/D0/D3/76365bb3-3d3f-4bf6-8d28-14b1f430e8c2.jpg,"Hurry, Only 1 left!",0,Clark LLC,2.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.9
262,beauty,Highlighters & Bronzers,ALIVER Liquide surligneur,756.32,1468.53,49,592,ALIVER,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8B/FC/35050b64-6b02-4dc1-b4ad-201b21634d81.jpg,"Hurry, Only 7 left!",1,Rose-Jackson,1.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",4.36
263,beauty,Highlighters & Bronzers,Stick surligneur GARMISS,725.44,1451.62,50,336,Garmiss,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/93/3E/13e3f300-2d28-4d69-a3e4-dcab056f69cf.jpg,"Hurry, Only 6 left!",1,"Nichols, Jimenez and Chapman",4.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.98
264,beauty,Highlighters & Bronzers,Palette de mise en évidence de 4 couleurs,587.26,1175.27,50,599,HANDAIYAN,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B0/DB/688c8dfc-76da-425b-a839-51c8364b5e1a.jpg,"Hurry, Only 2 left!",1,"Harmon, Davis and Key",4.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",4.4
265,beauty,Highlighters & Bronzers,Gel Corps Glitter,929.04,1616.26,43,226,HANDAIYAN,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9C/94/9b1b1c95-6056-49d0-bc91-ee0d764e68c4.jpg,"Hurry, Only 5 left!",1,"Reed, Alvarado and Carroll",2.0,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.91
266,beauty,Highlighters & Bronzers,HANDAIYAN Crème Illuminatrice Scintillante,764.4,1568.49,51,681,HANDAIYAN,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/67/EF/7fbbdfae-809e-424b-bdc3-3622a4e4194d.jpg,"Hurry, Only 1 left!",0,"Harris, Campbell and Richard",1.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.62
267,beauty,Highlighters & Bronzers,Stylo correcteur imperméable durable,759.99,1322.26,43,213,HANDAIYAN,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/3E/D2/ef0edeeb-9684-47f3-a0e3-73a58724b408.jpg,"Hurry, Only 1 left!",0,Bowers-Robinson,3.5,10 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",0.66
268,beauty,Highlighters & Bronzers,4Colors Highlighter Powder Palette ,1410.46,3453.77,59,17,IMAGIC,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A8/B2/0c9dde04-395a-4bcb-b32f-2b3c464e1462.jpg,"Hurry, Only 6 left!",1,Marshall LLC,0.5,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",1.1
269,beauty,Highlighters & Bronzers,KIMUSE Maquillage Bronzer visage,914.34,1540.56,41,535,KIMUSE,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F4/13/b04187c6-a4ad-46c3-aa81-426b1eeb04ea.jpg,"Hurry, Only 2 left!",0,Lopez Group,3.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",3.12
270,beauty,Highlighters & Bronzers,MISS ROSE Contour poudre visage,1522.92,3057.6,50,816,MISS RÔSE,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/91/6D/05b7faba-7d5b-4a9b-b866-edcd30860385.jpg,"Hurry, Only 2 left!",0,"Hobbs, Sherman and Fowler",1.0,7 Days Replacement Policy,"Discover a world of beauty products to enhance your natural radiance. From makeup essentials to skincare must-haves, achieve your desired look.","Makeup and skincare products, including foundations, lipsticks, moisturizers, and more. High-quality ingredients, various shades, and formulations.",4.28
